,text,character
4687,Oh is that right?,Marshall
4688,Huh? Huh? Let's go.,Barney
4689,Behind my ear.,Marshall
4690,Oh there is nothing behind your... Ohh!,Barney
4691,Ohh!,Marshall
4692,"Oh, tell me about it. I'm a third year at Columbia Law, so... If the workload does k*ll you I can probably get a conviction. Yeah.",Marshall
4693,"Yes, it would. It really would.",Marshall
4694,"Probably not. I'm never here, so...",Marshall
4695,Great. Nice.,Marshall
4696,"Hi, I'm Barney.",Barney
4697,"Oh, no.",Marshall
4698,Do you mind giving my friend your phone number?,Barney
4699,"Whoo! I did it! I got a girl's phone number! Oh, and her handwriting is so cute. Look. I'll take her out for Chinese food and then we'll walk through the park. It'll be so... What?",Marshall
4700,"Sorry buddy, I'm taking this one too.",Barney
4701,"And then I discovered this area, North beach. Best beach ever! Oh, I've been blabbering on about my summer. How are you guys doing? And hey, how is Marshall?",Lily
4702,Gimme the card! I swear I'm gonna...,Marshall
4703,I'm not giving you...,Barney
4704,Terrific.,Ted
4705,"That is so good to hear. <em>(Lily's phone rings).</em> Oh, hold on. This could be about he apartment. <em>(She leaves the room).</em>",Lily
4706,"OK, we're way past truth-telling Lily and about to hit Cinco-de-Mayo-1998 Lily, and I'm not cleaning that up again. So, congratulations. You win, she's happy.",Ted
4707,I didn't get it. That first apartment. I... I waited too long and somebody else got it. <em>(She starts crying).</em>,Lily
4708,"Interesting. Wow Lily, you, uh, seem to be having a pretty strong reaction to losing this apartment. I wonder is it because it reminds you of something you lost because you couldn't commit?",Ted
4709,"No, Lily you're crying over the crown moulding and the real hardwood floor. There's no deeper meaning, right Lily? Just quit crying and tell him.",Robin
4710,The apartment is a metaphor for Marshall! <em>(Robin gives back Ted his five dollars)</em>,Lily
4711,Stop it!,Barney
4712,You don't want to see me when I'm angry!,Marshall
4713,"Stop! If we can't settle this like gentlemen, then no one gets the number. <em>(He sends the card across the window).</em>",Barney
4714,Stop the cab! <em>(Marshall gets out of the car)</em>,Marshall
4715,"No, wait. Come on. Wait. Marshall! 81st and 1st please. <em>(He pulls the card out of his sleeve)</em>. Oh, she does have a cute handwriting.",Barney
4716,"Shhh! Bring me the dirtiest, greasiest tuna melt you got. And a milkshake.",Lily
4717,Gravy.,Ted
4718,Surprise me.,Ted
4719,I'd take you with gravy if my boyfriend wasn't sitting right here! Just kidding. I'm good.,Robin
4720,What are you charpy about?,Lily
4721,She's still drunk from last night.,Ted
4722,I don't think so! Whoo!,Robin
4723,"Look, if you want Marshall back so bad, how come it took you two days to ask about him?",Ted
4724,I was dying to ask. I was just trying to play it cool. But really...,Lily
4725,"But it's good, I mean work's great...",Robin
4726,"Say something about Marshall. Where is Marshall? How's Marshall? What's Marshall doing right now? <em>(They are now with Ted in an other building)</em> Shut up and talk about Marshall. Shut up and talk about Marshall! Shut up and talk about Marshall! Marshall! Marshall! Marshall! Marshall! Aaah I gotta ask! <em>(Then, the three of them are in Robin's apartment)</em> And, hey, how is Marshall?",Lily
4727,It was such an awful summer! I just wanted to get back here and see him.,Lily
4728,But I thought your summer was great?!,Ted
4729,Not exactly...,Lily
4730,So all those interesting people you met on the bus...?,Ted
4731,"Yeah, um...",Lily
4732,"I never got in touch because I was too embarrassed. I screwed everything up. I have no job, no place to live. I lost the love of my life. Look, I know I have no right to ask this but do you think Marshall would take me back?",Lily
4733,"In a b*at. If you called him up, yeah, he'd take you back with open arms.",Ted
4734,"Wow. So, maybe I should call him?",Lily
4735,"Maybe. No! This is... Ooww... Hold on. Look. If you're gonna go back to him, I don't wanna hear the word &quot;maybe&quot;. &quot;Maybe&quot; cannot be in your vocabulary. This break-up almost k*ll him. And he cannot go through it again. So, unless you're absolutely certain, stay the hell away from him.",Ted
4736,Hi Marshall.,Barney
4737,"No, go away, I don't want to talk to you.",Marshall
4738,"OK. I know what I did a couple nights back was is in a moral grey area. But the great news is she loved you. If things had gone your way, you'd gone out a couple time, I think she definitely would've had sex with you.",Barney
4739,"There is no &quot;would&quot; in sex. There totally is. I'm just no good at this Barney! I'm good at being in a couple. I'm good at being Lily's boyfriend. Being single, forget it.",Marshall
4740,"You can't give up now. What if I told you that you could relive that night with the exact same conversations, the exact same jokes, only this time you get her and I don't.",Barney
4741,That's not possible.,Marshall
4742,"Oh, but it is. She has... Wait for it. Here it comes. Almost there...an identical twin. Yes!",Barney
4743,A twin isn't the same person.,Marshall
4744,"Of course, it is. What do you think &quot;identical&quot; means? &quot;Ident-&quot; - same. &quot;-ical&quot; - person. Same person. Hey, we could double date.",Barney
4745,Fine.,Marshall
4746,Ah!,Barney
4747,"But you have to promise me you're not gonna steal my new twin and leave me with your old, used-up twin.",Marshall
4748,Used-up? They're a human being Marshall.,Barney
4749,How are you doing?,Barney
4750,Great. Amazing. This is so much fun. Me and the girl are really cliking.,Marshall
4751,"You are. You definitely are. Listen, you're gonna have to leave now. I just talked with the twins and, get this, I'm going home with both of them! Yeah. That's happening.",Barney
4752,It is impossible that you're doing this to me again.,Marshall
4753,But they're twins.,Barney
4754,You said to me that being single would be like being in a candy store.,Marshall
4755,"Well, it's not like a candy store. It's a lawless, post-apocalyptic wasteland. I may be your best friend...",Barney
4756,Ted's my best friend.,Marshall
4757,"...but in this world it's every hombre for himself. That's what being single is. And after nine years of captivity, that is the single greatest lesson I can teach you about surviving in the wild. Now, if you'll excuse me, I have two unique breasts an two duplicates waiting for me. <em>(Barney rejoins the twins, Marshall leaves the bar).</em> Oh bad news. Marshall got food poisoning.",Barney
4758,Yeah. I guess we're just a threesome tonight.,Barney
4759,Lily. What are you doing here?,Marshall
4760,"Oh, I-I was just walking by. I wasn't... Oh, you mean, New-York? My program ended. It was just great. Just lots of fun. It was awful. It was the worst mistake I ever made. I'm so sorry Marshall. And, hello.",Lily
4761,"Lily, this was the worst summer of my life.",Marshall
4762,I know. It was the worst summer of my life.,Lily
4763,It was the hardest thing I've ever had to go through.,Marshall
4764,Can we please get back together?,Lily
4765,"All that crap you said to me about &quot;we need to figure out who we are outside of us, and we need to learn to do things on our own.&quot;. It broke my heart. Three months ago, you broke my heart.",Marshall
4766,Can we please get back together?,Lily
4767,"Lily, you were right. All that crap was right. So, no. No, we can't get back together. We shouldn't. At least, not right now.",Marshall
4768,Wow. OK. Yeah. Wi... Will we still see each other?,Lily
4769,Yeah. Yeah. I think so. I don't know. This is all really new to me. I just got out of a long relationship. I like your hair.,Marshall
4770,"Thanks. I, uh, figured, new city, new color - uh, old color. <em>(Music 'It's gonna be different this time' / Later).</em> And the pizza there. Worst pizza ever! I'm so glad to be back in New-York.",Lily
4771,Yeah.,Marshall
4772,"Listen, if there is anything I can do to even begin to make things up to you.",Lily
4773,"Actually, there's maybe something you can do for me. But you can never ever ask me why.",Marshall
4774,"So then, I was promoted to assistant ménage-er. Manager. Why do I keep doing that? <em>(Lily arrives.)</em> Lily?",Barney
4775,"You gave me Chlamydia, you jerk! <em>(She throws a drink at his face and leaves)</em>",Lily
4776,"So, where was I? Ah yes. Assistant ménage-er. I did it again. I can't believe it!",Barney
4777,"You gave my twin sister Chlamydia! You slime! <em>(She throws a second drink at his face and leaves, following by the twins).</em>",Lily
4778,"Wait, wait, I know magic. Well played, Eriksen. Well played.</p>						</div>						<div class=""ads"">	<!-- Transcripts Topic Footer Links 2016 -->	<ins class=""adsbygoogle footer-links""		style=""display:block""		data-ad-client=""ca-pub-3808023418243141""		data-ad-slot=""3894118671""		data-ad-format=""link""></ins>	<script>		(adsbygoogle = window.adsbygoogle || []).push({});	</script></div><div class=""t-foot-links text-center clearfix"">	<div class=""row"">		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother DVD"" category=""dvd"">How I Met Your Mother DVDs</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Instant Video"" category=""amazon instant video"">How I Met Your Mother Instant Video</a>		</div>		<div>			<a rel=""nofollow"" type=""amzn"" search=""How I Met Your Mother Collectables"" category=""entertainment collectibles"">How I Met Your Mother Collectables</a> 		</div>	</div><!--	<div class=""row"">		<div>			<a rel=""nofollow"" target=""_blank"" href=""http://www.amazon.com/gp/video/offers/signup/?ref_=assoc_tag_ph_1463163012723&ie=UTF8&benefitID=seeso&camp=1789&creative=9325&linkCode=pf4&tag=foreverdreami-20&linkId=NOMGGYRW6YBLTZGH"">Join SEESO Free Trial</a>			<img src=""https://ir-na.amazon-adsystem.com/e/ir?t=foreverdreami-20&l=pf4&o=1"" width=""1"" height=""1"" border=""0"" alt="""" style=""border:none !important; margin:0px !important;"" />		</div>	</div> --></div>						<div class=""post-tools text-center clearfix"">							<div class=""gensmall pull-left"">															</div>													<div class=""social-links pull-right"">								<a title=""Share on Facebook"" href=""http://www.facebook.com/share.php?t=02x02+-+The+Scorpion+and+the+Toad&amp;u=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125404%23p125404"" onclick=""window.open(this.href);return false;""><i class=""fa fa-facebook fa-lg""></i></a> &nbsp;								<a title=""Share on Twitter"" href=""http://twitter.com/share?text=02x02+-+The+Scorpion+and+the+Toad&amp;url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125404%23p125404"" onclick=""window.open(this.href);return false;""><i class=""fa fa-twitter fa-lg""></i></a> &nbsp;								<a title=""Share on Tumblr"" href=""http://www.tumblr.com/share/link?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125404%23p125404&amp;name=02x02+-+The+Scorpion+and+the+Toad"" onclick=""window.open(this.href);return false;""><i class=""fa fa-tumblr fa-lg""></i></a> &nbsp;								<a title=""Share on Google+"" href=""https://plus.google.com/share?url=https%3A%2F%2Ftranscripts.foreverdreaming.org%2Fviewtopic.php%3Fp%3D125404%23p125404"" onclick=""window.open(this.href);return false;""><i class=""fa fa-google-plus fa-lg""></i></a>							</div>						</div>					</div>				</div>					</div>		</div>	</div>	<div class=""ads ads-topic topic-footer"">		<!-- Transcripts Footer Topic -->			<ins class=""adsbygoogle transcripts-footer-topic""				style=""display:block""				data-ad-client=""ca-pub-3808023418243141""				data-ad-slot=""3514849078""				data-ad-format=""auto""></ins>			<script>			(adsbygoogle = window.adsbygoogle || []).push({});			</script>	</div></div><div id=""pagefooter""></div><div class=""donate"">	<a href=""/donate/""><img src=""/styles/transcripts_default/theme/images/gumballs.gif"" alt=""Give Thanks"" width=""92"" height=""131"" /></a>	<p style=""text-align:center"">Gumballs 25 cents</p></div><br style=""clear:both"" /><p class=""breadcrumbs"" role=""navigation""><a rel=""nofollow"" href=""javascript:var handle=window.open('http://foreverdreaming.org/')"">F.D.</a><b> &#187; </b><a href=""./index.php?sid=b27e70c12c357ddc40d9a08c5a676d2c"">Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=47&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">TV &amp; Movie Transcripts</a><b> &#187; </b><a href=""./viewforum.php?f=775&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">H</a><b> &#187; </b><a href=""./viewforum.php?f=177&amp;sid=b27e70c12c357ddc40d9a08c5a676d2c"">How I Met Your Mother</a></p><br style=""clear:both"" /><div class=""clearfix"">		<div class=""pull-right""></div></div><br /></div>		<div id=""footer"">		<div id=""footer-top""><div class=""donate"">	<form action=""https://www.paypal.com/cgi-bin/webscr"" method=""post"" target=""_top"">		<input type=""hidden"" name=""cmd"" value=""_donations"" />		<input type=""hidden"" name=""business"" value=""webmaster@foreverdreaming.org"" />		<input type=""hidden"" name=""lc"" value=""US"" />		<input type=""hidden"" name=""item_name"" value=""Forever Dreaming"" />		<input type=""hidden"" name=""no_note"" value=""0"" />		<input type=""hidden"" name=""currency_code"" value=""USD"" />		<input type=""hidden"" name=""bn"" value=""PP-DonationsBF:btn_donate_LG.gif:NonHosted"" />		<input type=""image"" src=""https://www.paypalobjects.com/en_US/i/btn/btn_donate_LG.gif"" name=""submit"" alt=""PayPal - The safer, easier way to pay online!"" />		<img alt="""" border=""0"" src=""https://www.paypalobjects.com/en_US/i/scr/pixel.gif"" width=""1"" height=""1"" />	</form></",Barney
